step,volume_phi,phi_min,phi_max,max_u,com_x,com_y,com_z,radius_eff,rho_inside_avg,rho_outside_avg,rho_ratio_recovered,rho_ratio_expected,mu_inside_avg,mu_outside_avg,mu_ratio_recovered,mu_ratio_expected,p_inside_avg,p_outside_avg,delta_p,expected_delta_p_r0,expected_delta_p_reff,sigma_recovered_r0,sigma_recovered_reff,sigma_recovery_ratio_r0,sigma_recovery_ratio_reff,volume_phi_rel_drift,radius_eff_rel_drift,com_dx,com_dy,com_dz,com_drift,delta_p_error_percent_r0,delta_p_error_percent_reff,sigma_recovery_percent_error_r0,sigma_recovery_percent_error_reff,rho_ratio_error_percent,mu_ratio_error_percent
16200,60145.60317,9.742471274e-10,0.9999970794,0.004910617519,63.50000128,63.49999827,63.4999976,24.30552978,0.9808811529,0.0008093349202,1211.95951,100000.0025,0.009808811316,8.093349536e-06,1211.959433,99999.9966,0.002440907691,1.332273337e-07,0.002440774464,0.002499999944,0.002468573991,0.02928929356,0.02966215821,0.9763098073,0.9887386291,0.00012166010035554507,4.0551675945628685e-05,1.2799999993262645e-06,-1.7300000010322947e-06,-2.3999999996249244e-06,3.223553939372911e-06,-2.369019253066024,-1.1261370775740243,-2.3690192699999946,-1.1261370900000012,-98.78804052029899,-98.78804052579339
16400,60145.6933,9.864855599e-10,0.9999999404,0.00657119576,63.50000141,63.4999982,63.49999745,24.30554192,0.9808822561,0.0008093398572,1211.95348,100000.0025,0.009808822349,8.093398907e-06,1211.953403,99999.9966,0.002441144832,1.333984915e-07,0.002441011433,0.002499999944,0.002468572758,0.0292921372,0.02966505287,0.9764045952,0.9888351176,0.00012315881282114167,4.10511710155278e-05,1.4100000029770854e-06,-1.7999999997186933e-06,-2.5499999978251253e-06,3.4249963498215318e-06,-2.359540492853706,-1.116488258678263,-2.3595404799999997,-1.116488240000002,-98.78804655029883,-98.78804655579357
16600,60145.77843,9.861343964e-10,0.9999991059,0.003615828209,63.50000162,63.49999799,63.49999718,24.30555339,0.9808834283,0.0008093422807,1211.951299,100000.0025,0.009808834078,8.093423141e-06,1211.951223,99999.9966,0.002441629651,1.328360291e-07,0.002441496815,0.002499999944,0.002468571593,0.02929796178,0.0296709656,0.9765987479,0.9890322087,0.0001245743835767159,4.1523099224129085e-05,1.6199999990362812e-06,-2.0100000028833165e-06,-2.8199999988487434e-06,3.823205461648039e-06,-2.3401252124188066,-1.0967791283337562,-2.340125209999999,-1.096779130000003,-98.7880487312988,-98.78804873579367
16800,60145.86925,9.945293478e-10,0.9999987483,0.005903254825,63.50000175,63.49999794,63.49999703,24.30556562,0.9808809689,0.0008093562273,1211.927376,100000.0025,0.009808809477,8.093562607e-06,1211.9273,99999.9966,0.002440600773,1.333791393e-07,0.002440467394,0.002499999944,0.002468570351,0.02928560873,0.0296584702,0.9761869794,0.9886156955,0.00012608456959843523,4.202629730526913e-05,1.750000002687102e-06,-2.0599999999149077e-06,-2.9699999970489444e-06,4.015843621398249e-06,-2.381302053341154,-1.13843046800816,-2.381302060000001,-1.1384304500000053,-98.78807265429818,-98.78807265879448
17000,60145.95823,9.893192932e-10,0.999999702,0.002454714473,63.5000019,63.49999778,63.49999693,24.30557761,0.9808844442,0.0008093534448,1211.935837,100000.0025,0.009808844234,8.093534783e-06,1211.935761,99999.9966,0.002441845266,1.334221586e-07,0.002441711844,0.002499999944,0.002468569133,0.02930054213,0.02967360837,0.9766847595,0.989120301,0.00012756415947065528,4.251962068986414e-05,1.900000000887303e-06,-2.2199999989425123e-06,-3.069999998217554e-06,4.2383133423252565e-06,-2.3315240522261265,-1.0879698948256937,-2.33152405,-1.0879698999999965,-98.7880641932984,-98.78806419779418
17200,60146.04956,1.00367703e-09,0.999997139,0.00321262205,63.50000207,63.49999766,63.49999671,24.30558991,0.9808816039,0.0008093676866,1211.911002,100000.0025,0.009808815832,8.093677198e-06,1211.910926,99999.9966,0.002440771937,1.33395692e-07,0.002440638541,0.002499999944,0.002468567884,0.02928766249,0.02966057975,0.9762554382,0.9886860139,0.0001290828259467686,4.302569889079327e-05,2.0700000007423114e-06,-2.3400000017659295e-06,-3.290000002209581e-06,4.537025460130984e-06,-2.3744561731878044,-1.1313986210800033,-2.3744561799999953,-1.1313986100000006,-98.78808902829778,-98.78808903279503
17400,60146.13866,1.002038452e-09,1.000000238,0.00231962242,63.50000192,63.49999776,63.49999684,24.30560192,0.9808835707,0.000809370026,1211.909929,100000.0025,0.009808835493,8.093700594e-06,1211.909852,99999.9966,0.00244135554,1.328679657e-07,0.002441222672,0.002499999944,0.002468566665,0.02929467206,0.02966769323,0.9764890906,0.9889231296,0.00013056441122010084,4.3519845166840126e-05,1.9200000025421105e-06,-2.2400000005973197e-06,-3.15999999855876e-06,4.323147002280753e-06,-2.351090932664423,-1.1076870391102005,-2.35109094,-1.107687040000005,-98.78809010129774,-98.78809010679507
17600,60146.2201,1.011090323e-09,0.9999986291,0.002943993526,63.50000174,63.49999791,63.49999709,24.30561289,0.9808835339,0.0008093754774,1211.901721,100000.0025,0.009808835129,8.093755109e-06,1211.901645,99999.9966,0.00244138057,1.335399457e-07,0.00244124703,0.002499999944,0.002468565551,0.02929496436,0.02966800263,0.9764988337,0.9889334432,0.00013191862339368408,4.3971201090753346e-05,1.7400000018596984e-06,-2.090000002397119e-06,-2.9099999991899494e-06,3.982938615115379e-06,-2.350116612642606,-1.1066556846721463,-2.3501166299999987,-1.1066556800000016,-98.78809830929754,-98.78809831379533
17800,60146.2966,1.007263162e-09,0.9999989271,0.002921271846,63.5000018,63.49999788,63.49999709,24.30562319,0.9808823174,0.0008093854634,1211.885266,100000.0025,0.009808822959,8.093854968e-06,1211.885189,99999.9966,0.00244080861,1.331988738e-07,0.002440675411,0.002499999944,0.002468564504,0.02928810493,0.02966106844,0.9762701862,0.9887023033,0.00013319069155774053,4.439499015336874e-05,1.7999999997186933e-06,-2.1199999977739026e-06,-2.9099999991899494e-06,4.025232910631899e-06,-2.3729813731547815,-1.129769667951127,-2.3729813800000055,-1.1297696700000026,-98.78811476429713,-98.78811476979591
18000,60146.36983,1.022035456e-09,0.9999992847,0.00349240758,63.50000202,63.49999768,63.49999683,24.30563305,0.9808847711,0.0008093839621,1211.890545,100000.0025,0.009808847501,8.093839954e-06,1211.890469,99999.9966,0.002441724413,1.332648339e-07,0.002441591148,0.002499999944,0.002468563502,0.02929909378,0.02967220926,0.976636481,0.989073664,0.00013440838504339612,4.4800675605651594e-05,2.019999996605293e-06,-2.320000000111122e-06,-3.169999999386164e-06,4.417204996704281e-06,-2.336351892334269,-1.0926335894599153,-2.3363519,-1.0926336000000036,-98.78810948529726,-98.78810948979572
18200,60146.45464,1.020012186e-09,0.9999978542,0.003896645271,63.50000227,63.49999711,63.49999646,24.30564448,0.9808822731,0.0008093971402,1211.867728,100000.0025,0.009808822519,8.093971737e-06,1211.867651,99999.9966,0.002440733097,1.326666786e-07,0.00244060043,0.002499999944,0.002468562342,0.02928720516,0.02966018318,0.9762401938,0.9886727949,0.00013581863472953955,4.5270958031495374e-05,2.270000003079531e-06,-2.889999997535142e-06,-3.5400000015783917e-06,5.1026071777973665e-06,-2.3759806132219667,-1.1327205120266806,-2.3759806199999955,-1.132720509999996,-98.78813230229669,-98.7881323077965
18400,60146.53139,1.028926389e-09,0.9999998808,0.004272626778,63.50000209,63.4999974,63.49999699,24.30565482,0.980884539,0.0008093971135,1211.870567,100000.0025,0.009808845175,8.093971471e-06,1211.87049,99999.9966,0.002441500259,1.333698387e-07,0.002441366889,0.002499999944,0.002468561292,0.02929640267,0.02966951044,0.9765467774,0.9889837035,0.00013709485997893378,4.569639287686827e-05,2.090000002397119e-06,-2.600000001962144e-06,-3.010000000358559e-06,4.493128088802013e-06,-2.345322252535218,-1.1016296450945096,-2.3453222600000045,-1.1016296500000022,-98.78812946329676,-98.7881294687964
18600,60146.61014,1.026875251e-09,0.9999983907,0.003580912777,63.50000263,63.49999672,63.4999963,24.30566543,0.980883669,0.0008094048709,1211.857878,100000.0025,0.009808836478,8.094049043e-06,1211.857801,99999.9966,0.00244117265,1.328948523e-07,0.002441039755,0.002499999944,0.002468560215,0.02929247706,0.02966554779,0.9764159239,0.9888516151,0.00013840434191248217,4.6132936755963955e-05,2.6299999973389276e-06,-3.2800000013821773e-06,-3.7000000006059963e-06,5.600473194253697e-06,-2.3584076128283282,-1.1148385132667287,-2.3584076100000018,-1.114838490000003,-98.78814215229646,-98.78814215779683
18800,60146.70413,1.041212672e-09,0.9999992847,0.003475729804,63.50000307,63.49999599,63.49999547,24.30567809,0.9808835463,0.0008094126668,1211.846054,100000.0025,0.00980883525,8.094127002e-06,1211.845978,99999.9966,0.002440994237,1.328811683e-07,0.002440861356,0.002499999944,0.002468558929,0.02929033628,0.02966339519,0.9763445644,0.9887798618,0.00013996723977832205,4.6653827001856795e-05,3.069999998217554e-06,-4.009999997833802e-06,-4.529999998226231e-06,6.784239084496693e-06,-2.3655435729881615,-1.122013846808175,-2.365543560000005,-1.1220138200000007,-98.78815397629616,-98.78815398079723
19000,60146.80544,1.038481412e-09,0.9999992251,0.003878514897,63.50000326,63.49999574,63.49999521,24.30569173,0.9808851149,0.0008094154761,1211.843786,100000.0025,0.009808850944,8.094155095e-06,1211.843711,99999.9966,0.002441571822,1.325393688e-07,0.002441439283,0.002499999944,0.002468557543,0.02929727139,0.0296704353,0.9765757349,0.9890145319,0.00014165185710764827,4.721503892552776e-05,3.25999999972737e-06,-4.2599999972026126e-06,-4.789999998422445e-06,7.1916131680781975e-06,-2.342426492470353,-1.0985468042622122,-2.3424265099999952,-1.0985468100000007,-98.7881562442961,-98.78815624779732
19200,60146.90435,1.047043452e-09,0.9999986291,0.003305641275,63.500003,63.49999615,63.49999562,24.30570506,0.9808832676,0.0008094282816,1211.822332,100000.0025,0.009808832461,8.09428315e-06,1211.822255,99999.9966,0.002440787824,1.330556793e-07,0.002440654768,0.002499999944,0.00246855619,0.02928785722,0.02966091747,0.9762619292,0.9886972712,0.0001432965664161831,4.77634960328646e-05,2.9999999995311555e-06,-3.849999998806197e-06,-4.38000000002603e-06,6.557964622367421e-06,-2.3738070931732738,-1.1302729147113288,-2.373807080000001,-1.130272880000005,-98.78817769829557,-98.78817770379803
19400,60146.99278,1.045653009e-09,0.9999994636,0.003066292733,63.50000302,63.4999961,63.49999558,24.30571697,0.9808854153,0.0008094294028,1211.823306,100000.0025,0.009808853941,8.094294362e-06,1211.82323,99999.9966,0.002441541571,1.326181963e-07,0.002441408953,0.002499999944,0.00246855498,0.02929690744,0.02967009751,0.976563603,0.9890032723,0.00014476701070046646,4.825352785179843e-05,3.020000001185963e-06,-3.900000002943216e-06,-4.420000003335645e-06,6.623201647210162e-06,-2.343639692497521,-1.09967277293536,-2.3436396999999998,-1.0996727700000042,-98.78817672429557,-98.78817672879802
19600,60147.08759,1.058241828e-09,0.9999985695,0.002484501909,63.50000334,63.4999957,63.49999506,24.30572974,0.9808841756,0.0008094394626,1211.806714,100000.0025,0.009808841543,8.094394961e-06,1211.806638,99999.9966,0.002441027522,1.326342215e-07,0.002440894887,0.002499999944,0.002468553683,0.02929073865,0.02966386573,0.9763579768,0.9887955464,0.00014634354380677568,4.8778944000384047e-05,3.339999999241172e-06,-4.300000000512227e-06,-4.939999996622646e-06,7.3518160998468895e-06,-2.364202332958134,-1.1204453923961977,-2.3642023199999973,-1.1204453599999997,-98.78819331629516,-98.78819332079858
19800,60147.17919,1.054742738e-09,0.9999994636,0.002162590701,63.5000033,63.49999574,63.49999522,24.30574208,0.9808847831,0.000809445445,1211.798509,100000.0025,0.009808847622,8.094454784e-06,1211.798433,99999.9966,0.002441152647,1.324415168e-07,0.002441020206,0.002499999944,0.00246855243,0.02929224247,0.02966540376,0.9764081042,0.9888468142,0.0001478666999351796,4.928666798421685e-05,3.3000000030369847e-06,-4.2599999972026126e-06,-4.779999997595041e-06,7.203193734255587e-06,-2.359189572845842,-1.115318583693206,-2.3591895799999985,-1.115318580000002,-98.78820152129497,-98.78820152579884
20000,60147.25836,1.062316568e-09,0.9999991655,0.001611616212,63.50000307,63.49999594,63.49999563,24.30575274,0.9808855038,0.000809448964,1211.794131,100000.0025,0.009808854827,8.094489974e-06,1211.794055,99999.9966,0.00244142543,1.329643833e-07,0.002441292465,0.002499999944,0.002468551347,0.02929550958,0.02966872551,0.9765170079,0.9889575393,0.0001491831657723181,4.972526909164978e-05,3.069999998217554e-06,-4.0600000019708204e-06,-4.369999999198626e-06,6.708606412516301e-06,-2.3482992126018893,-1.1042461009825615,-2.3482992100000044,-1.1042460700000034,-98.78820589929485,-98.788205903799
